name,url,tree,size,price,promotion
Series Gel Shave Prep (Sensitive) 195g,https://coldstorage.com.sg/sensitive-shave-gel-131174,health-beauty/men-s-toiletries,195G,$10.80,
Deodorant Stick  Silver Protect 40ml,https://coldstorage.com.sg/stick-silver-protect-020464,health-beauty/men-s-toiletries,40ML,$5.40,20% off
Men Replenishing Post Shave Balm 100ml,https://coldstorage.com.sg/m-protect-a-shave-balm-126561,health-beauty/men-s-toiletries,100ML,$7.30,22% off
Fusion Hydra Gel Shave Prep (Sensitive Skin) 195g,https://coldstorage.com.sg/fusion-hydra-gel-sensiti-124828,health-beauty/men-s-toiletries,195G,$12.55,
Mach 3 Classic Razor Cartridge Refills 4s,https://coldstorage.com.sg/mach3-blades-138514,health-beauty/men-s-toiletries,4S,$16.00,
Men Shaving Foam Extra Moisturising 200ml,https://coldstorage.com.sg/shaving-foam-extra-moist-100545,health-beauty/men-s-toiletries,200ML,$7.40,20% off
Roll On Deodorant - Fresh Active 50ml,https://coldstorage.com.sg/fres-active-roll-on-men-065400,health-beauty/men-s-toiletries,50ML,$3.60,20% off
BlueII Plus Disposable Razor 5s,https://coldstorage.com.sg/bii-pivot-disposables-5s-107925,health-beauty/men-s-toiletries,5S,$7.50,
BlueII Plus Disposable Razors 6s,https://coldstorage.com.sg/blue-ii-plus-5-1-107926,health-beauty/men-s-toiletries,6S,$5.90,7% off
Fusion Hydra Gel Shave Prep (Ultra Protection) 195g,https://coldstorage.com.sg/fusion-hydra-gel-u-proct-124829,health-beauty/men-s-toiletries,195G,$12.55,
Fusion ProGlide Power Razor Cartridges Refill 4s,https://coldstorage.com.sg/proglide-power-blades-048404,health-beauty/men-s-toiletries,4S,$29.95,
Fusion Proglide Razor & 1 Cartridge Refill,https://coldstorage.com.sg/fusion-pglide-fbal-razor-092509,health-beauty/men-s-toiletries,1S,$16.50,
Fusion Razor Cartridges Manual Refill 4s,https://coldstorage.com.sg/fusion-cartridge-124824,health-beauty/men-s-toiletries,4S,$20.90,
Series Foam Shave Prep (Sensitive) 245g,https://coldstorage.com.sg/sensitive-shave-foam-131170,health-beauty/men-s-toiletries,245G,$10.80,
Deodorant Body Spray Dark Temptation 100g,https://coldstorage.com.sg/body-spray-dark-temptation-035600,health-beauty/men-s-toiletries,100G,$5.95,
Deo Men Black & White Power Roll On 50ml,https://coldstorage.com.sg/deo-men-b-w-power-ro-107395,health-beauty/men-s-toiletries,50ML,$3.90,21% off
Roll On Deodorant - Cool Kick 50ml,https://coldstorage.com.sg/cool-kick-roll-on-men-133162,health-beauty/men-s-toiletries,50ML,$3.90,21% off
Men Dry Long Lasting Deo Ice Cool 150ml,https://coldstorage.com.sg/men-antiperspirant-deo-ice-cool-017673,health-beauty/men-s-toiletries,150ML,$8.65,
Turbo Light Dbl Oil Control Blue 100ml,https://coldstorage.com.sg/turbo-light-oil-control-duo-clean-blue-129320,health-beauty/men-s-toiletries,100ML,$9.50,
 Moving Rubber (Wild Shake) 80g,https://coldstorage.com.sg/moving-rubber-wild-shake-154865,health-beauty/men-s-toiletries,80G,$9.60,
Fusion ProGlide  Razor Cartridges Manual Refill 8s,https://coldstorage.com.sg/fusion-pglide-cartridges-092511,health-beauty/men-s-toiletries,8S,$51.50,
Fusion ProGlide  Razor Cartridges Refill 4s,https://coldstorage.com.sg/proglide-blades-048407,health-beauty/men-s-toiletries,4S,$25.95,
Fusion Proshield Chill Razor,https://coldstorage.com.sg/fusion-proshield-chill-168252,health-beauty/men-s-toiletries,1S,$16.90,15% off
Fusion Razor Cartridges Refill 6s,https://coldstorage.com.sg/fusion-cartridge-144928,health-beauty/men-s-toiletries,6S,$28.90,
ProGlide Cooling Gel 195g,https://coldstorage.com.sg/proglide-cooling-gel-059853,health-beauty/men-s-toiletries,195G,$13.95,
Satin Care (Sensitive Skin) Shave Gel 195g,https://coldstorage.com.sg/s-care-shave-gel-aloe-vera-043819,health-beauty/men-s-toiletries,195G,$11.90,
Deodorant Body Spray Africa 100ml,https://coldstorage.com.sg/africa-body-spray-018653,health-beauty/men-s-toiletries,100G,$5.95,
Deep Clean Facial Foam 100ml,https://coldstorage.com.sg/deep-clean-facial-foam-116651,health-beauty/men-s-toiletries,100ML,$6.30,20% off
Roll On Deodorant - Ice Cool 40ml,https://coldstorage.com.sg/deo-rln-ice-cool-052135,health-beauty/men-s-toiletries,50ML,$3.95,
Men 2 in 1 Hair & Body Wash - Fresh Blast 850ml,https://coldstorage.com.sg/2in1-hair-body-w-men-f-b-158286,health-beauty/men-s-toiletries,850ML,$12.50,Buy 2 @ $17.95
Travel Kit - Double Action,https://coldstorage.com.sg/travel-kit-160505,health-beauty/oral-care/toothbruch,EACH,$2.30,22% off
3D White (Soft) Toothbrush  1s,https://coldstorage.com.sg/3d-white-128255,health-beauty/oral-care/toothbruch,1S,$9.30,
Stages Power 3+ Years Soft Toothbrush (Frozen),https://coldstorage.com.sg/kids-pwr-t-brush-frozen-148874,health-beauty/oral-care/toothbruch,1S,$39.00,34% off
Toothbrush Slim Soft Advanced,https://coldstorage.com.sg/slim-soft-advanced-148455,health-beauty/oral-care/toothbruch,1S,$6.95,
Travel Kit,https://coldstorage.com.sg/travel-kit-twstr-frsh-s-090514,health-beauty/oral-care/toothbruch,1PKT,$3.75,
Ripple Clean Toothbrush Soft 4s,https://coldstorage.com.sg/ripple-clean-soft-168120,health-beauty/oral-care/toothbruch,4PC,$2.95,
Kids Toothbrush Refills (Frozen) 2s,https://coldstorage.com.sg/kids-t-brush-frozen-refi-148875,health-beauty/oral-care/toothbruch,2S,$27.00,
Stages Power Refill EB10-2K - 2s,https://coldstorage.com.sg/s-power-refill-eb10-2k-151360,health-beauty/oral-care/toothbruch,2S,$27.00,
UltraThin Pro Deep Clean (Extra Soft) Toothbrush 3s,https://coldstorage.com.sg/ultrathin-deep-clean-128263,health-beauty/oral-care/toothbruch,3S,$8.50,
Super Thin Charcoal Toothbrush - Compact,https://coldstorage.com.sg/super-thin-compact-tbrus-157502,health-beauty/oral-care/toothbruch,1S,$7.95,
360 Charcoal Toothbrush - Ultra Soft 2s,https://coldstorage.com.sg/360-charcoal-tb-2s-090517,health-beauty/oral-care/toothbruch,2S,$13.95,
360 Optic White Buy 2+ Free 1,https://coldstorage.com.sg/360-optic-white-b2f1-130149,health-beauty/oral-care/toothbruch,1S,$16.90,
Kids Toothbrush Minions Ultra Soft 2-5Yrs,https://coldstorage.com.sg/minion-tbrush-2-5-years-127315,health-beauty/oral-care/toothbruch,1,$3.55,
Toothbrush 360 Sensitive Pro-relief Ultra Soft 3s,https://coldstorage.com.sg/tb-360-senprorelief-b2f1-033879,health-beauty/oral-care/toothbruch,3S,$16.90,
Toothbrush Minions Ultra Soft  5-9 Yrs,https://coldstorage.com.sg/minion-tbrush-5-9-years-127320,health-beauty/oral-care/toothbruch,1S,$3.55,
Toothbrush Slimsoft Dual Core 3s,https://coldstorage.com.sg/slim-soft-advanced-b2f1-148456,health-beauty/oral-care/toothbruch,3S,$10.90,21% off
Toothbrush Soft 360 Interdental 2s + Free 1s,https://coldstorage.com.sg/360-interdental-3s-168010,health-beauty/oral-care/toothbruch,3S,$16.90,
Toothbrush Ultra Soft Anti-Bacterial Gold Charcoal 360 2s,https://coldstorage.com.sg/gold-charcoal-360-tb-2s-007073,health-beauty/oral-care/toothbruch,2S,$13.95,
Toothbrush Ultra Soft Charcoal Slim Soft 2s + Free Toothpaste 60g,https://coldstorage.com.sg/slimsoft-char-tb-tp-60g-169942,health-beauty/oral-care/toothbruch,2S,$9.00,
Toothbrush Ultra Soft Gold Charcoal Slim Soft 2s + Free Toothpaste 60g,https://coldstorage.com.sg/s-sft-gold-char-tb-tp60g-169949,health-beauty/oral-care/toothbruch,2S,$9.80,
Hello Kitty Kids Toothbrush 2-5 Years Extra Soft ,https://coldstorage.com.sg/hk-kids-t-brush-2-5yrs-170430,health-beauty/oral-care/toothbruch,1PC,$2.95,
Hello Kitty Kids Toothbrush 5-9 Years Extra Soft,https://coldstorage.com.sg/hk-kids-t-brush-5-9yrs-170431,health-beauty/oral-care/toothbruch,1PC,$2.95,
L Type Interdental Brush 0.7mm 8s,https://coldstorage.com.sg/l-type-interdental-0-7mm-168121,health-beauty/oral-care/toothbruch,8PC,$2.95,
3D White (Soft) Toothbrush 3s,https://coldstorage.com.sg/3d-white-polybag-128254,health-beauty/oral-care/toothbruch,3S,$15.90,14% off
Advance Power Electric Toothbrush,https://coldstorage.com.sg/advance-power-t-brush-049679,health-beauty/oral-care/toothbruch,1S,$32.90,
CrossAction Power Toothbrush Refill (Soft)  2s,https://coldstorage.com.sg/x-action-ref-soft-156636,health-beauty/oral-care/toothbruch,1S,$20.25,
CrossAction Power Toothbrush Refill 2s,https://coldstorage.com.sg/refill-cross-action-2s-128180,health-beauty/oral-care/toothbruch,2S,$24.90,
CrossAction Power Whitening Toothbrush,https://coldstorage.com.sg/ca-pwr-tb-white-113232,health-beauty/oral-care/toothbruch,1S,$29.90,
Kids Toothbrush 2-4Yrs,https://coldstorage.com.sg/toothbrush-age-2-4yr-106267,health-beauty/oral-care/toothbruch,1S,$3.95,
Pro 500 3D White Electric Toothbrush,https://coldstorage.com.sg/3d-white-pro-500-p-brush-148876,health-beauty/oral-care/toothbruch,1S,$69.00,30% off
PRO 500 Pink CrossAction Electric Toothbrush (#),https://coldstorage.com.sg/pro500-crossaction-149815,health-beauty/oral-care/toothbruch,1S,$69.00,30% off
Pro-Health 7 Benefits (Soft) Toothbrush 1s,https://coldstorage.com.sg/x-action-ph-7-benefit-128258,health-beauty/oral-care/toothbruch,1S,$9.30,
Pro-Health Anti-Bacterial (Soft) Toothbrush 3s,https://coldstorage.com.sg/x-action-ph-antibac-128262,health-beauty/oral-care/toothbruch,3S,$15.90,14% off
Pro-Health Clinical (Soft) Toothbrush 3s,https://coldstorage.com.sg/x-action-clinical-ph-128259,health-beauty/oral-care/toothbruch,3S,$15.90,14% off
Pro-Health Green Tea Soft Toothbrush 3s,https://coldstorage.com.sg/p-health-green-tea-soft-168197,health-beauty/oral-care/toothbruch,3S,$15.90,20% off
PRO2 -2000 Blue Tooth Brush,https://coldstorage.com.sg/pro2-2000-blue-tbrush-168450,health-beauty/oral-care/toothbruch,1S,$99.00,41% off
Travel Kit - Double Action,https://coldstorage.com.sg/travel-kit-160505,health-beauty/oral-care/toothpaste,EACH,$2.30,22% off
Toothpaste Total 12  - Clean Mint 150g,https://coldstorage.com.sg/toothpaste-total-pro-mint-069362,health-beauty/oral-care/toothpaste,150G,$3.95,28% off
Kids Toothpaste Spiderman Bubble Fruit 40g (#),https://coldstorage.com.sg/kids-toothpaste-spiderman-090797,health-beauty/oral-care/toothpaste,40G,$1.70,
Toothpaste Enamel Health Sensitive Relief 170g,https://coldstorage.com.sg/enamel-health-sensitivit-168937,health-beauty/oral-care/toothpaste,170G,$9.90,
Total 12 Toothpaste - Pro Gum Health 2sX110g,https://coldstorage.com.sg/t-paste-total-pro-gum-health-twin-pack-062438,health-beauty/oral-care/toothpaste,2S,$9.90,
Toothpaste Total 12 Gel - Advanced Fresh 2X150g,https://coldstorage.com.sg/t-paste-advanced-fresh-twin-pack-089629,health-beauty/oral-care/toothpaste,2S,$9.25,
Toothpaste Total 12 Gel- Advanced Fresh 150g,https://coldstorage.com.sg/tp-advanced-fresh-150g-089630,health-beauty/oral-care/toothpaste,1S,$3.95,28% off
Toothpaste Total 12 Pro Gum Health 110g,https://coldstorage.com.sg/total-protect-gum-health-toothpaste-062441,health-beauty/oral-care/toothpaste,1S,$5.90,
Toothpaste Total Charcoal Deep Clean Gel 150g,https://coldstorage.com.sg/total-charcoal-gel-119706,health-beauty/oral-care/toothpaste,150G,$3.95,28% off
Multi Care Toothpaste Twin Pack + FREE RilakkumaPlate,https://coldstorage.com.sg/mc-t-paste-tp-r-plate-171036,health-beauty/oral-care/toothpaste,2 x 180G,$7.20,14% off
Kids Toothpaste Minions Bubble Fruit 40g,https://coldstorage.com.sg/tpaste-kids-minions-119356,health-beauty/oral-care/toothpaste,40G,$1.70,
Toothpaste Naturals - Real White 120g,https://coldstorage.com.sg/naturals-r-white-tpaste-167000,health-beauty/oral-care/toothpaste,120G,$5.90,
Toothpaste Total 12 Gel - Professional Clean 2X150g,https://coldstorage.com.sg/t-paste-pro-c-gel-t-pk-069361,health-beauty/oral-care/toothpaste,150G,$9.25,
Travel Kit,https://coldstorage.com.sg/travel-kit-twstr-frsh-s-090514,health-beauty/oral-care/toothpaste,1PKT,$3.75,
Enamel Protect Toothpaste Twin Pack + FREE Rilakkuma Plate,https://coldstorage.com.sg/sm-t-paste-tp-r-plate-171037,health-beauty/oral-care/toothpaste,2 x 200G,$7.20,14% off
2in1 Toothpaste+Wash Cool Mint 75ml,https://coldstorage.com.sg/2in1-t-paste-wash-coolmt-106195,health-beauty/oral-care/toothpaste,75ML,$3.50,
Smokers' Toothpaste 150g,https://coldstorage.com.sg/smokers-toothpaste-153867,health-beauty/oral-care/toothpaste,150G,$4.35,
Kids Toothpaste Barbie Bubble Fruit 40g (#),https://coldstorage.com.sg/tp-for-kids-barbie-40g-129321,health-beauty/oral-care/toothpaste,40G,$1.70,
Toothpaste Enamel Health Whitening 170g,https://coldstorage.com.sg/enamel-health-whitening-168938,health-beauty/oral-care/toothpaste,170G,$9.90,
Toothpaste Naturals - Gum Comfort 120g,https://coldstorage.com.sg/naturals-g-comfor-tpaste-167001,health-beauty/oral-care/toothpaste,120G,$5.90,
Toothpaste Naturals - Pure Fresh 120g,https://coldstorage.com.sg/naturals-p-fresh-tpaste-166999,health-beauty/oral-care/toothpaste,120G,$5.90,
Toothpaste Sensitive Pro.Relief - Repair & Prevent 114g,https://coldstorage.com.sg/cspr-repair-prevent-tp-137164,health-beauty/oral-care/toothpaste,114G,$6.45,21% off
Toothpaste Total Charcoal Deep Clean Gel 2sX150g,https://coldstorage.com.sg/t-charcoal-dclean-twpack-139614,health-beauty/oral-care/toothpaste,150G,$9.25,
All Shiny White Supreme Toothpaste - Citrus Mint 120g,https://coldstorage.com.sg/asw-supreme-tooth-p-citr-159302,health-beauty/oral-care/toothpaste,120G,$5.90,
Double Action Toothpaste - Multicare 180g,https://coldstorage.com.sg/darlie-da-multicare-119903,health-beauty/oral-care/toothpaste,180G,$4.20,
Double Action Toothpaste Twin Pack + FREE Rilakkuma Plate,https://coldstorage.com.sg/da-t-paste-tp-r-plate-171035,health-beauty/oral-care/toothpaste,2 x 250G,$7.20,14% off
Anti-plaque Toothpaste,https://coldstorage.com.sg/t-paste-anti-plaque-167777,health-beauty/oral-care/toothpaste,75ML,$8.50,
Gel Toothpaste Strawberry 40g,https://coldstorage.com.sg/strawberry-gel-toothpaste-827059,health-beauty/oral-care/toothpaste,40G,$2.00,Buy 2 @ $2.75
Daily Fluoride Toothpaste - Extra Fresh 90g,https://coldstorage.com.sg/extrafresh-099959,health-beauty/oral-care/toothpaste,90G,$8.20,
Denture Adhesive Cream 60g,https://coldstorage.com.sg/denture-adhesive-cream-013256,health-beauty/oral-care/toothpaste,60G,$12.80,
Fresh Mint Toothpaste Triple Pack,https://coldstorage.com.sg/freshmint-t-paste-tri-pk-170639,health-beauty/oral-care/toothpaste,100G,$9.90,
Gum Care Toothpaste Triple Pack,https://coldstorage.com.sg/gum-care-t-paste-tri-pk-170640,health-beauty/oral-care/toothpaste,100G,$9.90,
Multi Care Toothpaste Triple Pack,https://coldstorage.com.sg/multi-cr-t-paste-tri-pk-170641,health-beauty/oral-care/toothpaste,100G,$9.90,
2in1 Toothpaste + Wash Whitening 75ml,https://coldstorage.com.sg/2in1-t-paste-wash-106196,health-beauty/oral-care/toothpaste,75ML,$3.50,
Toothpaste Express White 20ml,https://coldstorage.com.sg/t-paste-express-white-850047,health-beauty/oral-care/toothpaste,20ML,$13.30,
Toothpaste Sensitive - Active Whitening 120g,https://coldstorage.com.sg/col-sensifoam-white-120g-117286,health-beauty/oral-care/toothpaste,120G,$7.60,
Plax Mouthwash Herbal Salt 1l (#),https://coldstorage.com.sg/plax-herbal-salt-m-wash-118889,health-beauty/oral-care/mouthwash,1L,$10.50,
Plax Mouthwash Ice 1l (#),https://coldstorage.com.sg/plax-ice-mouthwash-118888,health-beauty/oral-care/mouthwash,1L,$10.50,
Plax Mouthwash Fresh Tea 1l (#),https://coldstorage.com.sg/plax-mouthwash-fresh-tea-1l-129553,health-beauty/oral-care/mouthwash,1L,$10.50,
Gum Care Zero Alcohol Mouthwash 1L,https://coldstorage.com.sg/gum-care-168589,health-beauty/oral-care/mouthwash,1000ML,$11.50,
Antiseptic Mouthwash Chlor-Rinse,https://coldstorage.com.sg/mouthwash-chlor-rinse-164582,health-beauty/oral-care/mouthwash,250ML,$7.25,
Mouthwash Plax Peppermint Fresh 100ml,https://coldstorage.com.sg/mouthwash-peppermint-056964,health-beauty/oral-care/mouthwash,100ML,$1.95,
Plax Mouthwash Bamboo Charcoal Mint 1l,https://coldstorage.com.sg/plax-bamboo-c-mint-mwash-118890,health-beauty/oral-care/mouthwash,1L,$10.50,
Travel Kit,https://coldstorage.com.sg/travel-kit-twstr-frsh-s-090514,health-beauty/oral-care/mouthwash,1PKT,$3.75,
Healthy White Mouthwash 1L,https://coldstorage.com.sg/mouth-wash-healthy-white-156354,health-beauty/oral-care/mouthwash,1000ML,$11.50,
Pro Health Multi Protection Refreshing Mint Mouth Wash1L,https://coldstorage.com.sg/ph-multi-rf-mint-1000ml-128185,health-beauty/oral-care/mouthwash,1S,$9.70,Buy 3 @ $21.00
Double Action Liquid 150ml,https://coldstorage.com.sg/double-action-liquid-055986,health-beauty/oral-care/mouthwash,150ML,$15.95,
Gum Care Zero Alcohol Mouthwash 250ml,https://coldstorage.com.sg/gum-care-168588,health-beauty/oral-care/mouthwash,250ML,$5.50,
Healthy White Mouthwash 250ml,https://coldstorage.com.sg/mouth-wash-healthy-white-155953,health-beauty/oral-care/mouthwash,250ML,$5.50,
Pro Health Clinical (7 Benefits in 1) Clean Mint Mouth Wash 1L,https://coldstorage.com.sg/ph-clinical-7in1-1000ml-128184,health-beauty/oral-care/mouthwash,1S,$10.90,Buy 2 @ $16.90
Breath Spray Spearmint,https://coldstorage.com.sg/breath-spray-spearmint-235873,health-beauty/oral-care/mouthwash,3OZ,$5.50,
Mouthwash Sensitive Pro Relief 500ml,https://coldstorage.com.sg/sensi-pro-reli-m-wash-149364,health-beauty/oral-care/mouthwash,500ML,$9.20,
Mouthwash Total Pro Gum Health 500ml,https://coldstorage.com.sg/ttl-pro-gum-m-wash-149363,health-beauty/oral-care/mouthwash,500ML,$9.20,
Cool Mint Mouthwash 2sX1L+Pump,https://coldstorage.com.sg/listerine-cm-tp-pump-168183,health-beauty/oral-care/mouthwash,1000ML,$15.20,
Original Mouthwash 2sX1L+Pump,https://coldstorage.com.sg/listerine-ori-twin-pump-168184,health-beauty/oral-care/mouthwash,1000ML,$15.20,
Zero Mouthwash 2sX1L+Pump,https://coldstorage.com.sg/listerine-zero-twin-pump-168185,health-beauty/oral-care/mouthwash,1000ML,$15.20,
Dental Floss 2sX50m,https://coldstorage.com.sg/ob-ess-floss-50mx2-vp-158531,health-beauty/oral-care/dental-floss,100M,$9.90,5% off
Hello Kitty & Friends Waxed Dental Floss,https://coldstorage.com.sg/hk-frd-waxed-dntl-floss-170359,health-beauty/oral-care/dental-floss,50M,$4.50,
3D Expandable Floss 40m,https://coldstorage.com.sg/3d-expandable-floss-092012,health-beauty/oral-care/dental-floss,40M,$5.45,
Dental Floss Pick - Ultra Fine 40s,https://coldstorage.com.sg/ult-fine-floss-pick-168123,health-beauty/oral-care/dental-floss,40PC,$1.45,
Hello Kitty & Friends Floss Thread Dental Floss 3s,https://coldstorage.com.sg/hk-frd-f-thd-d-floss-3s-170358,health-beauty/oral-care/dental-floss,1SET,$4.95,
Glide Pro-Health Deep Clean Floss (Cool Mint) 40m,https://coldstorage.com.sg/glide-mint-floss-40m-069945,health-beauty/oral-care/dental-floss,1S,$4.95,23% off
Magmag Straw Cup - Pink,https://coldstorage.com.sg/straw-cup-pink-059463,health-beauty/oral-care/accesories,1.,$13.90,
Magmag Straw Cup - Sky Blue,https://coldstorage.com.sg/straw-cup-sky-blue-059459,health-beauty/oral-care/accesories,1.,$13.90,
Spout Cup 200ml,https://coldstorage.com.sg/spout-cup-059462,health-beauty/oral-care/accesories,1BOT,$13.90,
Bottle Brush,https://coldstorage.com.sg/avent-bottle-brush-038291,health-beauty/oral-care/accesories,1S,$11.50,
Mag Mag Straw Brush 4574,https://coldstorage.com.sg/mag-mag-straw-brush-4574-059464,health-beauty/oral-care/accesories,1.,$3.90,
Softouch Peristaltic Plus Nipple (L-Y Cut) Size 2pc/Blister Pack,https://coldstorage.com.sg/peri-plus-nipple-l-01832-059404,health-beauty/oral-care/accesories,1.,$8.90,
Plaster - Warm Small 7X10cm 3s,https://coldstorage.com.sg/tiger-balm-plaster-warm-small-164077,health-beauty/health-care/first-aid,3S,$4.40,
Mopiko Ointment,https://coldstorage.com.sg/anti-itch-cream-160905,health-beauty/health-care/first-aid,20G,$4.45,
Cold Relief Tablets 10s,https://coldstorage.com.sg/zyrtec-r-cold-relief-149755,health-beauty/health-care/first-aid,10S,$13.40,
OptiZorb 20s,https://coldstorage.com.sg/optizorb-099565,health-beauty/health-care/first-aid,20S,$7.20,
Cotton Balls 100s,https://coldstorage.com.sg/cotton-ball-230975,health-beauty/health-care/first-aid,1PK,$3.40,
Extra W/ Optizorb 20Caplets,https://coldstorage.com.sg/panadol-extra-w-optizorb-117692,health-beauty/health-care/first-aid,20S,$8.30,
Mosquito Repellent Patch 22s,https://coldstorage.com.sg/mosquito-repellent-patch-007682,health-beauty/health-care/first-aid,22S,$15.50,
Pei Pa Koa 300ml,https://coldstorage.com.sg/pei-ka-koa-160903,health-beauty/health-care/first-aid,300ML,$6.70,
Caplets 200mg 12s,https://coldstorage.com.sg/nurofen-tablets-200mg-139792,health-beauty/health-care/first-aid,12S,$5.45,
Cold Relief 12s,https://coldstorage.com.sg/cold-relief-007643,health-beauty/health-care/first-aid,12S,$9.10,
Body Warmer Neck & Shoulder ,https://coldstorage.com.sg/yoko-neck-shoulder-127066,health-beauty/health-care/first-aid,2S,$3.90,
Yoko Yoko Stiff Shoulders & Muscular Aches 48ml,https://coldstorage.com.sg/yoko-yoko-022362,health-beauty/health-care/first-aid,48ML,$5.45,
Rapid Relief Diaper Rash Cream 2sX57g,https://coldstorage.com.sg/rapid-relief-tp-138306,health-beauty/health-care/first-aid,57G,$19.90,
Elastic Plaster 100s,https://coldstorage.com.sg/elastic-plaster-792035,health-beauty/health-care/first-aid,100S,$7.60,
Actifast 20Caplets,https://coldstorage.com.sg/actifast-20tablets-148289,health-beauty/health-care/first-aid,20S,$9.30,
Medicated Pain Relieving Patch 40s,https://coldstorage.com.sg/pain-relieving-patch-092621,health-beauty/health-care/first-aid,40S,$6.50,
Inhaler 0.5ml,https://coldstorage.com.sg/inhaler-792005,health-beauty/health-care/first-aid,0.5ML,$3.95,
VapoRub Vaporizing Ointment 50g,https://coldstorage.com.sg/vicks-vaporub-020294,health-beauty/health-care/first-aid,50G,$7.05,
Oil,https://coldstorage.com.sg/oil-160906,health-beauty/health-care/first-aid,10ML,$2.65,
Antacid Tablets 20s,https://coldstorage.com.sg/actal-20tab-794038,health-beauty/health-care/first-aid,20TAB,$4.30,
Personal Insect Repellent Odourless Aerosol 150g,https://coldstorage.com.sg/insect-repellent-aerosol-149896,health-beauty/health-care/first-aid,150G,$8.95,
Personal Insect Repellent Odourless Spray 135ml,https://coldstorage.com.sg/insect-repellent-spray-149895,health-beauty/health-care/first-aid,135ML,$9.95,
External Pain Relieving Spray 80ml,https://coldstorage.com.sg/air-salonpas-013700,health-beauty/health-care/first-aid,80ML,$9.30,
Yoko Yoko Less Smell 46ml,https://coldstorage.com.sg/yoko-yoko-smell-less-146120,health-beauty/health-care/first-aid,46ML,$6.90,
Renu Sensitive Multi-Purpose Solution 355ml,https://coldstorage.com.sg/renu-sensitive-147896,health-beauty/health-care/first-aid,355ML,$13.50,
Aleve Pain Relief,https://coldstorage.com.sg/aleve-pain-relief-167241,health-beauty/health-care/first-aid,12S,$9.40,
Pain Relieving Cream Ultra 113g,https://coldstorage.com.sg/pain-relief-cream-147233,health-beauty/health-care/first-aid,113G,$24.90,
BETADINE ANTISEPTIC SOLUTION,https://coldstorage.com.sg/antiseptic-solution-119287,health-beauty/health-care/first-aid,30ML,$5.90,
BETADINE ANTISEPTIC SOLUTION,https://coldstorage.com.sg/antiseptic-solution-119288,health-beauty/health-care/first-aid,60ML,$9.50,
BETADINE ANTISEPTIC SOLUTION,https://coldstorage.com.sg/antiseptic-swab-stick-119373,health-beauty/health-care/first-aid,12S,$5.90,
BETADINE DRY POWDER SPRAY,https://coldstorage.com.sg/dry-powder-spray-119285,health-beauty/health-care/first-aid,55G,$9.20,
BETADINE SORE THROAT SPRAY,https://coldstorage.com.sg/sore-throat-spray-119293,health-beauty/health-care/first-aid,50ML,$16.50,
Ulcer Gel 15g,https://coldstorage.com.sg/gel-15g-064534,health-beauty/health-care/first-aid,15G,$8.45,
Suspension Pain&Fever Relief for Babies/Children 70ml,https://coldstorage.com.sg/suspension-143024,health-beauty/health-care/first-aid,70ML,$8.90,
CLARITYN NON DROWSY,https://coldstorage.com.sg/clarityn-non-drowsy-118173,health-beauty/health-care/first-aid,10S,$12.90,
CLARITYN PEACH SYRUP,https://coldstorage.com.sg/clarityn-peach-syrup-118174,health-beauty/health-care/first-aid,60ML,$12.90,
Condoms Invisible Extra Sensitive 10s,https://coldstorage.com.sg/invis-extra-sensitive-146352,health-beauty/health-care/family-planning,10S,$24.50,
K-Y Jelly Personal Lubricant 100g,https://coldstorage.com.sg/ky-jelly-156629,health-beauty/health-care/family-planning,100g,$6.95,
003 Aloe Condoms 10s,https://coldstorage.com.sg/003-aloe-ondom-026269,health-beauty/health-care/family-planning,10S,$16.90,
003 Real Fit Condoms 10s,https://coldstorage.com.sg/003-real-fit-condom-165818,health-beauty/health-care/family-planning,10S,$16.50,
Pregnancy Test Kit Digital ,https://coldstorage.com.sg/digital-pregnancy-test-167063,health-beauty/health-care/family-planning,1S,$24.90,
Pregnancy Test Plus Kit ,https://coldstorage.com.sg/plus-pregnancy-test-kit-167064,health-beauty/health-care/family-planning,1S,$17.60,
Condoms Close Fit 12s,https://coldstorage.com.sg/close-fit-136616,health-beauty/health-care/family-planning,12S,$14.95,
Condoms Comfort 12s,https://coldstorage.com.sg/comfort-146508,health-beauty/health-care/family-planning,12S,$16.95,
Condoms Extra Safe 12s,https://coldstorage.com.sg/extra-safe-794058,health-beauty/health-care/family-planning,12S,$18.45,
Condoms Extra Safe 18s,https://coldstorage.com.sg/extra-safe-022801,health-beauty/health-care/family-planning,18S,$25.95,
Condoms Extra Safe 3s,https://coldstorage.com.sg/extra-safe-794055,health-beauty/health-care/family-planning,3S,$5.90,
Condoms Fetherlite 12s,https://coldstorage.com.sg/fetherlite-794054,health-beauty/health-care/family-planning,12S,$16.95,
Condoms Fetherlite 3s,https://coldstorage.com.sg/fetherlite-794053,health-beauty/health-care/family-planning,3S,$5.90,
Condoms Fetherlite Elite,https://coldstorage.com.sg/durex-fetherlite-elite-043292,health-beauty/health-care/family-planning,12S,$18.45,
Condoms Fetherlite Ultima 2s,https://coldstorage.com.sg/durex-fetherlite-ultimate-021237,health-beauty/health-care/family-planning,12S,$19.45,
Condoms Fetherlite Warming 12s,https://coldstorage.com.sg/fetherlite-warming-064778,health-beauty/health-care/family-planning,12S,$18.45,
Condoms Invisible Extra Lubricated 10s,https://coldstorage.com.sg/invis-extra-lubricated-146353,health-beauty/health-care/family-planning,10S,$24.50,
